Series Name,SeriesCode,CountryName,CountryCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Individuals using the Internet (% of population),IT.NET.USER.ZS,Chile,CHL, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , 0.04 , 0.07 , 0.14 , 0.35 , 0.68 , 1.06 , 1.66 , 4.10 , 16.60 , 19.10 , 22.10 , 25.47 , 28.18 , 31.18 , 34.50 , 35.90 , 37.30 , 41.56 , 45.00 , 52.25 , 55.05 , 58.00 , 61.11 , 76.63 , 83.56 , 82.33 , 84.90 , 85.02 , 86.37 , 90.19 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,China,CHN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.00 , 0.00 , 0.00 , 0.01 , 0.03 , 0.17 , 0.71 , 1.78 , 2.64 , 4.60 , 6.20 , 7.30 , 8.52 , 10.52 , 16.00 , 22.60 , 28.90 , 34.30 , 38.30 , 42.30 , 45.80 , 47.90 , 50.30 , 53.20 , 54.30 , 59.20 , 64.08 , 70.05 , 73.05 , 75.61 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Colombia,COL, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.11 , 0.19 , 0.33 , 0.55 , 1.13 , 1.70 , 2.21 , 2.85 , 4.60 , 7.39 , 9.12 , 11.01 , 15.34 , 21.80 , 25.60 , 30.00 , 36.50 , 40.35 , 48.98 , 51.70 , 52.57 , 55.90 , 58.14 , 62.26 , 64.13 , 65.01 , 69.80 , 73.03 , 72.80 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Comoros,COM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , -   , 0.04 , 0.15 , 0.27 , 0.44 , 0.55 , 0.85 , 1.33 , 2.00 , 2.20 , 2.50 , 3.00 , 3.50 , 5.10 , 5.50 , 5.98 , 6.50 , 6.98 , 7.46 , 7.94 , 8.48 , .. , 16.38 , 21.16 , 27.34 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Congo, Dem. Rep.",COD, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.00 , 0.00 , 0.01 , 0.01 , 0.09 , 0.13 , 0.20 , 0.24 , 0.30 , 0.37 , 0.44 , 0.56 , 0.72 , 1.20 , 1.68 , 2.20 , 3.00 , 3.80 , 6.21 , 8.62 , 11.70 , 16.48 , 22.86 , 22.90 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Congo, Rep.",COG, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.00 , 0.02 , 0.03 , 0.03 , 0.16 , 0.46 , 1.08 , 1.46 , 2.01 , 2.76 , 4.29 , 4.50 , 5.00 , 5.60 , 6.11 , 6.60 , 7.11 , 7.62 , 8.12 , 8.65 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Costa Rica,CRI, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , 0.00 , 0.08 , 0.28 , 0.42 , 0.84 , 1.64 , 2.67 , 3.90 , 5.80 , 9.56 , 19.89 , 20.33 , 20.79 , 22.07 , 25.10 , 28.40 , 32.29 , 34.33 , 36.50 , 39.21 , 47.50 , 45.96 , 53.00 , 59.76 , 65.88 , 71.58 , 73.48 , 81.20 , 80.53 , 82.75 , 82.60 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cote d'Ivoire,CIV, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.01 , 0.02 , 0.06 , 0.12 , 0.23 , 0.40 , 0.50 , 0.76 , 0.85 , 1.04 , 1.52 , 1.80 , 1.90 , 2.00 , 2.70 , 2.90 , 4.40 , 6.60 , 10.00 , 16.70 , 41.21 , 43.84 , 37.55 , 36.29 , 41.37 , 45.43 , 35.48 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Croatia,HRV, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.10 , 0.27 , 0.51 , 0.86 , 1.73 , 3.27 , 4.41 , 6.64 , 11.56 , 17.76 , 22.75 , 30.91 , 33.14 , 37.98 , 41.44 , 44.24 , 50.58 , 56.55 , 57.79 , 61.94 , 66.75 , 68.57 , 69.85 , 72.70 , 67.10 , 75.29 , 79.08 , 78.32 , 81.25 , 82.07 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cuba,CUB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.03 , 0.07 , 0.23 , 0.31 , 0.54 , 1.08 , 3.77 , 5.24 , 8.41 , 9.74 , 11.16 , 11.69 , 12.94 , 14.33 , 15.90 , 16.02 , 21.20 , 27.93 , 29.07 , 37.31 , 42.98 , 57.15 , 62.68 , 67.97 , 71.12 , 71.12 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Curacao,CUW, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 61.86 , 68.13 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Cyprus,CYP, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , 0.05 , 0.06 , 0.11 , 0.41 , 0.67 , 4.38 , 8.89 , 11.34 , 15.26 , 18.82 , 28.32 , 30.09 , 33.83 , 32.81 , 35.83 , 40.77 , 42.31 , 49.81 , 52.99 , 56.86 , 60.69 , 65.45 , 69.33 , 71.72 , 75.90 , 80.74 , 84.43 , 86.06 , 90.80 , 90.76 , 89.60 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Czechia,CZE, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.58 , 1.26 , 1.45 , 1.94 , 2.92 , 3.90 , 6.83 , 9.78 , 14.70 , 23.93 , 34.30 , 35.50 , 35.27 , 47.93 , 51.93 , 62.97 , 64.43 , 68.82 , 70.49 , 73.43 , 74.11 , 74.23 , 75.67 , 76.48 , 78.72 , 80.69 , 80.87 , 81.34 , 82.67 , 84.54 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Denmark,DNK, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.10 , 0.19 , 0.39 , 0.58 , 1.34 , 3.83 , 5.71 , 11.38 , 22.67 , 30.59 , 39.17 , 42.96 , 64.25 , 76.26 , 80.93 , 82.74 , 86.65 , 85.03 , 85.02 , 86.84 , 88.72 , 89.81 , 92.26 , 94.63 , 95.99 , 96.33 , 96.97 , 97.10 , 97.32 , 98.05 , 96.55 , 98.87 , 97.86 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Djibouti,DJI, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.02 , 0.03 , 0.08 , 0.09 , 0.11 , 0.19 , 0.34 , 0.49 , 0.63 , 0.78 , 0.95 , 1.27 , 1.62 , 2.26 , 4.00 , 6.50 , 7.00 , 9.40 , 12.70 , 17.00 , 22.90 , 30.80 , 55.68 , 58.00 , 59.34 , 61.26 , 68.86 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Dominica,DMA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.55 , 1.17 , .. , 2.93 , 2.93 , 8.81 , 13.25 , 18.42 , 23.62 , 30.32 , 38.54 , 39.40 , 40.27 , 41.16 , 42.02 , 47.45 , 48.60 , 49.80 , 51.00 , 57.50 , 65.00 , 67.03 , 69.62 , .. , 73.38 , 77.07 , 80.93 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Dominican Republic,DOM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.02 , 0.07 , 0.14 , 0.23 , 1.10 , 3.70 , 4.43 , 6.82 , 7.90 , 8.87 , 11.48 , 14.84 , 17.66 , 20.82 , 27.72 , 31.40 , 38.00 , 42.32 , 45.90 , 49.58 , 54.22 , 63.87 , 67.57 , 74.82 , 79.72 , 82.20 , 85.24 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ecuador,ECU, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , 0.01 , 0.02 , 0.03 , 0.04 , 0.09 , 0.11 , 0.13 , 0.82 , 1.46 , 2.67 , 4.26 , 4.46 , 4.83 , 5.99 , 7.20 , 10.80 , 18.80 , 24.60 , 29.03 , 31.37 , 35.14 , 40.28 , 45.59 , 48.94 , 54.06 , 55.80 , 57.50 , 59.20 , 70.70 , 76.20 , 69.72 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Egypt, Arab Rep.",EGY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.00 , 0.01 , 0.03 , 0.06 , 0.09 , 0.15 , 0.29 , 0.64 , 0.84 , 2.72 , 4.04 , 11.92 , 12.75 , 13.66 , 16.03 , 18.01 , 20.00 , 21.60 , 25.60 , 26.40 , 29.40 , 33.89 , 37.82 , 41.25 , 44.95 , 46.92 , 57.28 , 71.91 , 72.06 , 72.20 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,El Salvador,SLV, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.09 , 0.26 , 0.43 , 0.85 , 1.18 , 1.50 , 1.90 , 2.50 , 3.20 , 4.20 , 5.50 , 6.11 , 10.08 , 12.11 , 15.90 , 18.90 , 20.32 , 23.11 , 24.76 , 26.80 , 29.00 , 33.82 , 43.80 , 50.49 , 54.60 , 62.88 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Equatorial Guinea,GNQ, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , 0.04 , 0.09 , 0.10 , 0.13 , 0.17 , 0.32 , 0.52 , 0.84 , 1.15 , 1.28 , 1.56 , 1.82 , 2.13 , 6.00 , 11.50 , 13.94 , 16.40 , 18.86 , 21.32 , 23.78 , 26.24 , .. , 49.13 , 53.84 , 53.92 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Eritrea,ERI, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , 0.01 , 0.01 , 0.03 , 0.14 , 0.16 , 0.23 , .. , .. , .. , .. , 0.41 , 0.47 , 0.54 , 0.61 , 0.70 , 0.80 , 0.90 , 0.99 , 1.08 , 1.18 , 1.31 , .. , 8.83 , 14.18 , 21.73 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Estonia,EST, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , 0.07 , 0.30 , 1.16 , 2.78 , 3.53 , 5.71 , 10.80 , 14.50 , 28.58 , 31.53 , 41.52 , 45.32 , 53.20 , 61.45 , 63.51 , 66.19 , 70.58 , 72.50 , 74.10 , 76.50 , 78.39 , 80.00 , 84.24 , 88.41 , 87.24 , 88.10 , 89.36 , 90.23 , 89.06 , 90.98 , 91.02 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Eswatini,SWZ, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.05 , 0.09 , 0.10 , 0.47 , 0.93 , 1.28 , 1.82 , 2.44 , 3.23 , 3.70 , 3.70 , 4.10 , 6.85 , 8.94 , 11.04 , 18.13 , 20.78 , 24.70 , 25.00 , 25.64 , 28.57 , 35.30 , 43.70 , 54.03 , 56.42 , 58.91 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ethiopia,ETH, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.00 , 0.00 , 0.01 , 0.01 , 0.02 , 0.04 , 0.07 , 0.11 , 0.16 , 0.22 , 0.31 , 0.37 , 0.45 , 0.54 , 0.75 , 1.10 , 2.90 , 4.60 , 7.70 , 13.86 , 15.37 , 15.60 , 15.90 , 16.15 , 16.42 , 16.70 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Faroe Islands,FRO, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 2.32 , 4.60 , 11.34 , 22.30 , 32.92 , 43.25 , 53.30 , 58.91 , 66.53 , 67.90 , 69.36 , 75.98 , 75.57 , 75.18 , 75.20 , 80.73 , 85.34 , 90.00 , 93.30 , 94.20 , 95.11 , 97.58 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Fiji,FJI, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , 0.01 , 0.01 , 0.01 , 0.06 , 0.22 , 0.63 , 0.94 , 1.50 , 1.86 , 6.15 , 6.73 , 7.41 , 8.45 , 9.60 , 10.90 , 13.00 , 17.00 , 20.00 , 28.00 , 33.74 , 35.20 , 37.40 , 42.50 , 49.42 , 65.78 , 68.90 , 77.19 , 84.88 , 87.66 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Finland,FIN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.40 , 1.40 , 1.89 , 2.57 , 4.92 , 13.90 , 16.78 , 19.46 , 25.45 , 32.30 , 37.25 , 43.11 , 62.43 , 69.22 , 72.39 , 74.48 , 79.66 , 80.78 , 83.67 , 82.49 , 86.89 , 88.71 , 89.88 , 91.51 , 86.53 , 86.42 , 87.70 , 87.47 , 88.89 , 89.61 , 92.17 , 92.81 , 92.99 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,France,FRA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.05 , 0.14 , 0.28 , 0.59 , 0.90 , 1.64 , 2.58 , 4.26 , 6.32 , 9.13 , 14.31 , 26.33 , 30.18 , 36.14 , 39.15 , 42.87 , 46.87 , 66.09 , 70.68 , 71.58 , 77.28 , 77.82 , 81.44 , 81.92 , 83.75 , 78.01 , 79.27 , 80.50 , 82.04 , 83.34 , 84.71 , 86.10 , 85.33 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,French Polynesia,PYF, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.09 , 0.21 , 1.32 , 3.45 , 6.36 , 6.25 , 8.20 , 14.12 , 17.88 , 21.54 , 25.11 , 28.59 , 33.87 , 44.60 , 49.00 , 49.00 , 52.88 , 56.80 , 60.68 , 64.56 , 68.44 , 72.70 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Gabon,GAB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , 0.05 , 0.17 , 0.25 , 1.22 , 1.35 , 1.94 , 2.66 , 2.98 , 4.89 , 5.49 , 5.77 , 7.50 , 9.50 , 13.00 , 18.00 , 24.00 , 30.54 , 38.07 , 45.78 , 48.05 , 50.32 , 59.60 , 68.69 , 70.79 , 71.75 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,"Gambia, The",GMB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.01 , 0.04 , 0.05 , 0.21 , 0.72 , 0.92 , 1.34 , 1.80 , 2.44 , 3.31 , 3.80 , 5.24 , 6.21 , 6.88 , 7.63 , 9.20 , 10.87 , 12.45 , 14.00 , 15.56 , 17.60 , 19.90 , 22.50 , 25.50 , 28.80 , 31.60 , 32.96 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Georgia,GEO, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.01 , 0.04 , 0.06 , 0.10 , 0.42 , 0.48 , 0.99 , 1.59 , 2.56 , 3.89 , 6.08 , 7.53 , 8.26 , 10.01 , 20.07 , 26.90 , 31.52 , 36.94 , 43.30 , 44.00 , 47.57 , 58.46 , 59.71 , 62.72 , 68.85 , 72.53 , 76.44 , 78.71 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Germany,DEU, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , 0.13 , 0.25 , 0.44 , 0.46 , 0.92 , 1.84 , 3.05 , 6.71 , 9.88 , 20.85 , 30.22 , 31.65 , 48.82 , 55.90 , 64.73 , 68.71 , 72.16 , 75.16 , 78.00 , 79.00 , 82.00 , 81.27 , 82.35 , 84.17 , 86.19 , 87.59 , 84.17 , 84.39 , 87.04 , 88.13 , 89.81 , 91.43 , 91.63 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Ghana,GHA, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.01 , 0.03 , 0.03 , 0.10 , 0.15 , 0.20 , 0.83 , 1.19 , 1.72 , 1.83 , 2.72 , 3.85 , 4.27 , 5.44 , 7.80 , 9.00 , 10.60 , 15.00 , 19.00 , 23.00 , 28.00 , 37.88 , 43.00 , 45.01 , 56.68 , 68.20 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Gibraltar,GIB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , 2.66 , 4.18 , 5.94 , 19.13 , 21.17 , 23.67 , 28.33 , 32.89 , 39.07 , 45.30 , 51.61 , 58.00 , 65.07 , 65.00 , 65.00 , 65.02 , .. , .. , .. , 94.44 , .. , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Greece,GRC, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , 0.05 , 0.05 , 0.19 , 0.38 , 0.75 , 1.40 , 1.85 , 3.22 , 6.88 , 9.14 , 10.94 , 14.67 , 17.80 , 21.42 , 24.00 , 32.25 , 35.88 , 38.20 , 42.40 , 44.40 , 51.65 , 55.07 , 59.87 , 63.21 , 66.83 , 69.09 , 69.89 , 72.24 , 75.67 , 78.12 , 78.49 , 83.17 , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Greenland,GRL, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.06 , 0.05 , 1.80 , 7.95 , 14.65 , 21.60 , 31.75 , 35.46 , 44.15 , 54.53 , 56.10 , 57.70 , 59.36 , 61.07 , 62.82 , 62.83 , 63.00 , 64.00 , 64.90 , 65.80 , 66.70 , 67.60 , 68.50 , 69.48 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Grenada,GRD, -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 0.30 , 0.99 , 1.48 , 2.47 , 4.06 , 5.13 , 14.76 , 18.65 , 19.57 , 20.49 , 21.40 , 22.29 , 23.18 , 24.05 , 27.00 , 30.00 , 32.00 , 35.00 , 51.60 , 52.50 , 53.30 , 54.20 , 61.40 , 69.61 , 74.72 , 77.77 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guam,GUM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.35 , 0.66 , 1.36 , 2.34 , 4.50 , 8.50 , 16.11 , 25.38 , 31.19 , 33.72 , 36.16 , 38.56 , 43.85 , 46.15 , 48.42 , 50.64 , 54.04 , 57.70 , 61.53 , 65.40 , 69.27 , 73.14 , 77.01 , 80.51 , .. , .. , .. , .. , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guatemala,GTM, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , 0.00 , 0.02 , 0.10 , 0.47 , 0.59 , 0.71 , 1.74 , 3.39 , 4.55 , 5.10 , 5.70 , 6.50 , 7.30 , 8.30 , 9.30 , 10.50 , 12.30 , 16.00 , 19.70 , 23.40 , 28.81 , 34.51 , 37.90 , 41.50 , 44.40 , 47.51 , 50.84 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guinea,GIN, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , 0.00 , 0.00 , 0.00 , 0.00 , 0.01 , 0.06 , 0.10 , 0.18 , 0.40 , 0.45 , 0.51 , 0.54 , 0.64 , 0.78 , 0.92 , 0.94 , 1.00 , 2.00 , 3.10 , 4.50 , 6.40 , 9.20 , 13.10 , 18.70 , 21.83 , 23.37 , 28.82 , 34.68 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guinea-Bissau,GNB, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , .. , 0.02 , 0.02 , 0.12 , 0.23 , 0.30 , 1.02 , 1.35 , 1.81 , 1.90 , 2.06 , 2.21 , 2.35 , 2.30 , 2.45 , 2.67 , 2.89 , 3.10 , 3.32 , 6.10 , 13.80 , 14.80 , 15.70 , 22.92 , 27.91 , 35.15 , .. , .. 
Individuals using the Internet (% of population),IT.NET.USER.ZS,Guyana,GUY, .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , .. , -   , -   , -   , -   , -   , -   , 0.07 , 0.13 , 0.26 , 0.40 , 0.60 , 1.00 , 1.50 , 2.40 , 3.70 , 5.70 , 8.90 , 13.80 , 18.20 , 23.90 , 29.90 , 30.00 , 30.50 , 31.00 , 32.00 , 34.00 , 35.66 , 37.33 , .. , 78.64 , 81.80 , 84.79 , .. , .. 
